area,organismo_origen,via_acceso,año,provincia,contexto,contexto1,circunstancia,alojamiento,violencia_fisica,violencia_psiquica,violencia_genero,violencia_salud,resumen_hecho,descripcion_institucion,establecimiento,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,,,"Denegación acceso atención médica, Falta de administración de medicación",,Servicio Penitenciario Provincial,UPP Nº 39 Ituzaingo,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,"Mala alimentación, Malas condiciones de alojamiento (higiene)",,,,Denegación acceso atención médica,,Servicio Penitenciario Provincial,UPP Nº 8 Los Hornos,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Tránsito,Espacio Público,,,Otras formas de maltrato físico,"Hostigamiento, Amenazas",Violación grupal,,,Servicio Penitenciario Provincial,Comisaria N° 1 de Avellaneda,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,Segregación / Confinamiento,Golpes,,,,,Servicio Penitenciario Provincial,UPP N° 30 de Alvear,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,,,Falta de administración de medicación,,Servicio Penitenciario Provincial,UPP N° 40 de Lomas de Zamora,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Santiago del Estero,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,"Denegación acceso atención médica, Falta de acceso ayudas técnicas y/o elementos / insumos medico asistenciales",,Servicio Penitenciario Federal,Unidad Penal N° 35 Colonia Pinto,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,,,"Denegación acceso atención médica, Traslado por asistencia médica: incumplimiento, dilaciones, etc.",,Servicio Penitenciario Provincial,,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,Segregación / Confinamiento,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Provincial,UPP N° 2 Sierra Chica,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Ciudad de Buenos Aires,Situaciones de Detención,Comisaría,,,"Golpes, Otras formas de maltrato físico",,,,,Policia Federal Argentina (PFA),,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Comisaría,,,,,,Interrupción / Mala administración de medicación en tratamientos,,Policia Provincial,,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,"Otras formas de maltrato psicológico, Ablandamiento",,,,Servicio Penitenciario Provincial,,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Comisaría,,,,,,"Denegación acceso atención médica, Traslado por asistencia médica: incumplimiento, dilaciones, etc.",,Policia Provincial,Comisaría N° 5 de Tallar,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,Hurto / Robo de pertenencias,,,,,,Servicio Penitenciario Provincial,UPP N° 38 de Sierra Chica,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Comisaría,,,,,,"Denegación acceso atención médica, Falta de administración de medicación",,Policia Provincial,,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,Ablandamiento,,,,Servicio Penitenciario Provincial,UPP N° 35 Magdalena,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Provincial,UPP N° 22 Lisandro Olmos,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Chubut,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Alejamiento de vínculos,,,,Servicio Penitenciario Federal,UPF N° 6 Rawson,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,,,"Denegación acceso atención médica, Traslado por asistencia médica: incumplimiento, dilaciones, etc.",,Servicio Penitenciario Provincial,,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2016,00",Córdoba,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,Golpes,Hostigamiento,Otras formas de violencia sexual y/o de género,,,Servicio Penitenciario Provincial,Penal de Bouwer,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,"Denegación acceso atención médica, Falta de administración de medicación",,Servicio Penitenciario Federal,CPF N° 2 Marcos Paz,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,"Malas condiciones de alojamiento (higiene), Malas condiciones de alojamiento (infraestructura)",,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,CPF EZEIZA,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,,,"Denegación acceso atención médica, Falta de acceso ayudas técnicas y/o elementos / insumos medico asistenciales",,Servicio Penitenciario Provincial,UPP N° 28 Magdalena,
DNPCVI,Otro,Otros,"2017,00",Ciudad de Buenos Aires,Situaciones de Tránsito,Espacio Público,,,Muerte,,,,,Policia Federal Argentina (PFA),,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Provincial,,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Provincial,UPP N° 9 La Plata,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Misiones,Situaciones de Detención,Instalaciones de la Gendarmería Nacional,,,,,,Denegación acceso atención médica,,Gendarmería Nacional,,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Comisaría,,,,,,Falta de acceso ayudas técnicas y/o elementos / insumos medico asistenciales,,Policia Provincial,,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,Otras formas de maltrato físico,,,,,Servicio Penitenciario Provincial,UPP N° 36 de Magdalena,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,"Malas condiciones de alojamiento (higiene), Malas condiciones de alojamiento (infraestructura)",,,,,,Servicio Penitenciario Federal,,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Córdoba,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Provincial,,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,"Restricción injustificada derechos al trabajo y la educación, Ablandamiento",,,,Servicio Penitenciario Provincial,,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,,,Falta de acceso ayudas técnicas y/o elementos / insumos medico asistenciales,,Servicio Penitenciario Provincial,UPP N° 23 Florencio Varela,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Córdoba,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,Golpes,,,Falta de administración de medicación,,Servicio Penitenciario Provincial,Penal de Cruz del Eje ,
DNPCVI,SECRETARIA DE DDHH,Telefónica,,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,Restricción injustificada derechos al trabajo y la educación,,,,Servicio Penitenciario Federal,,
DNPCVI,SECRETARIA DE DDHH,Telefónica,"2017,00",Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,"Mala alimentación, Malas condiciones de alojamiento (higiene)",,,,Denegación acceso atención médica,,Servicio Penitenciario Provincial,,
Juridicos Nacional,,Personal,2015,Ciudad de Buenos Aires,Situaciones de Tránsito,Espacio Público,,,"Muerte, Heridas penetrantes",,,,,,,
Juridicos Nacional,SECRETARIA DE DDHH,Personal,2013,Santa Fe,Situaciones de Tránsito,Espacio Público,,,Muerte,,,,,Policia Provincial,,
Juridicos Nacional,,Personal,2013,Buenos Aires,Situaciones de Detención,Domicilio Particular,Allanamiento,,,,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Personal,2012,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Reintegros de pabellón / celda / habitación,,Quemaduras,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Personal,2014,Ciudad de Buenos Aires,Situaciones de Internación,Hospital General,,,,Otras formas de maltrato psicológico,Desnudo parcial,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Personal,2014,Ciudad de Buenos Aires,Situaciones de Tránsito,Espacio Público,,,Golpes,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Personal,2014,Ciudad de Buenos Aires,Situaciones de Detención,Comisaría,,"Mala alimentación, Malas condiciones de alojamiento (higiene)",,Restricción injustificada de contacto,,Interrupción / Mala administración de medicación en tratamientos,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Personal,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Ingreso / Admisión,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Personal,2014,Ciudad de Buenos Aires,Situaciones de Detención,Centros de Detención Previos al Juicio (Alcaidia),Ingreso / Admisión,,,Otras formas de maltrato psicológico,,Interrupción / Mala administración de medicación en tratamientos,,Servicio Penitenciario Federal,,
Juridicos Nacional,,Personal,2013,Santa Fe,Situaciones de Detención,Domicilio Particular,,,"Muerte, Golpes",Hostigamiento,,,,Policia Provincial,,
Centro de Denuncias,Defensoría,Carta,2012,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Traslados,Mala alimentación,,"Otras formas de maltrato psicológico, Ablandamiento",,,,Servicio Penitenciario Federal,,
Centro de Denuncias,Defensoría,Carta,2010,Ciudad de Buenos Aires,Situaciones de Tránsito,Espacio Público,,,,Disparos intimidatorios,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,Defensoría,Email,,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,,,FFAA_Fuerza Aerea,,
Centro de Denuncias,Senado de la Nación,Email,1993,San Luis,Situaciones de Detención,Comisaría,,,"Asfixia, Caídas provocadas, Quemaduras, Golpes, Heridas penetrantes, Sometimiento a posturas forzadas, Sometimiento a corriente eléctrica, Otras formas de maltrato físico",,,,,Policia Provincial,,
Centro de Denuncias,Senado de la Nación,Email,1993,San Luis,Situaciones de Detención,Comisaría,,,"Asfixia, Caídas provocadas, Quemaduras, Golpes, Heridas penetrantes, Sometimiento a posturas forzadas, Sometimiento a corriente eléctrica, Otras formas de maltrato físico",,,,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Revisación médica,,,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Visitas,"Malas condiciones de alojamiento (higiene), Malas condiciones de alojamiento (infraestructura), Negación de toda privacidad",,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,Hurto / Robo de pertenencias,,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Revisación médica,,,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Carta,2013,La Pampa,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,"Mala alimentación, Malas condiciones de alojamiento (higiene), Malas condiciones de alojamiento (infraestructura), Negación de toda privacidad",,,,"Denegación acceso atención médica, Falta de administración de medicación",,Servicio Penitenciario Federal,Colonia Penal de Santa Rosa N° 4,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Centros de Detención Previos al Juicio (Alcaidia),,,Golpes,,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Email,2013,Santiago del Estero,Situaciones de Detención,Comisaría,,,"Golpes, Otras formas de maltrato físico",,"Desnudo total, Otras formas de violencia sexual y/o de género","Traslado por asistencia médica: incumplimiento, dilaciones, etc.",,,,
Centro de Denuncias,SECRETARIA DE DDHH,Email,2013,Santiago del Estero,Situaciones de Detención,Comisaría,,,Golpes,,Otras formas de violencia sexual y/o de género,Denegación acceso atención médica,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Ciudad de Buenos Aires,Situaciones de Tránsito,Espacio Público,,,,"Hostigamiento, Extorsión, forzamiento de la conducta, incitación a la violencia",,,,Policia Federal Argentina (PFA),,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,"Denegación acceso atención médica, Traslado por asistencia médica: incumplimiento, dilaciones, etc.",,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Salta,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,Intervención médica forzada,,Servicio Penitenciario Federal,U.16 SEÑOR Y VIRGEN DEL MILAGRO,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,Otras formas de maltrato psicológico,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Restricción injustificada derechos al trabajo y la educación,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2005,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Alejamiento de vínculos,,,,Servicio Penitenciario Federal,,
PRONALCI,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,,Otras formas de violencia sexual y/o de género,,,Servicio Penitenciario Provincial,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Chubut,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Requisa de pabellón / de pertenencias,,Golpes,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2012,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Reclamo ante las autoridades,,,Alejamiento de vínculos,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2005,Ciudad de Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,Mala alimentación,,Alejamiento de vínculos,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Rio Negro,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2003,Ciudad de Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,,,Otras,,
PRONALCI,SECRETARIA DE DDHH,Telefónica,2015,Buenos Aires,Situaciones de Detención,Comisaría,,,,,,Falta de administración de medicación,,Policia Metropolitana (GCBA),Comisaria 1 de Merlo,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,Mala alimentación,,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,,,Denegación acceso atención médica,,Servicio Penitenciario Provincial,UNIDAD 43 - GONZALEZ CATAN,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Rio Negro,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,Ninguno,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Otras,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Ciudad de Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,Golpes,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Ciudad de Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Comisaría,,,Golpes,,,,,Policia Provincial,Comisaría Nro. 1 de Ezeiza,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2007,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,,Violación,,,Policia Federal Argentina (PFA),,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2007,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,Golpes,Amenazas,Violación,,,Policia Federal Argentina (PFA),,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Restricción injustificada de contacto,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario PROVINCIAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,Ezeiza,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2011,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,Requisa de pabellón / de pertenencias,,Golpes,,,Interrupción / Mala administración de medicación en tratamientos,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,Otras formas de maltrato físico,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2012,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,Golpes,,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,Heridas penetrantes,Amenazas,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Restricción injustificada derechos al trabajo y la educación,,,,Servicio Penitenciario Federal,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2012,,Situaciones de Detención,Domicilio Particular,Allanamiento,,,Otras formas de maltrato psicológico,,,,Policia Federal Argentina (PFA),,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2013,La Pampa,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Otras formas de maltrato psicológico,,,,,,
Centro de Denuncias,SECRETARIA DE DDHH,Telefónica,2014,Buenos Aires,Situaciones de Detención,Penal / Complejo Penitenciario FEDERAL,,,,Restricción injustificada derechos al trabajo y la educación,,,,Servicio Penitenciario Federal,ENCOPE,
